Year,Sport,Event,NOC,Bronze,Gold,Silver
1980,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",SWE,Sweden,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Middleweight, Freestyle",BUL,Data Missing,Bulgaria,Data Missing
1980,Wrestling,"Wrestling Men's Middleweight, Freestyle",HUN,Hungary,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Middleweight, Freestyle",URS,Data Missing,Data Missing,Russia
1980,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",BUL,Bulgaria,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",POL,Data Missing,Data Missing,Poland
1980,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",HUN,Data Missing,Data Missing,Hungary
1980,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",POL,Poland,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",BUL,Data Missing,Data Missing,Bulgaria
1980,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",LIB,Lebanon,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Welterweight, Freestyle",BUL,Data Missing,Bulgaria,Data Missing
1980,Wrestling,"Wrestling Men's Welterweight, Freestyle",MGL,Data Missing,Data Missing,Mongolia
1980,Wrestling,"Wrestling Men's Welterweight, Freestyle",TCH,Czech Republic,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",FIN,Finland,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",HUN,Data Missing,Hungary,Data Missing
1980,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",URS,Data Missing,Data Missing,Russia
1984,Archery,Archery Men's Individual,JPN,Japan,Data Missing,Data Missing
1984,Archery,Archery Men's Individual,USA,Data Missing,USA,USA
1984,Archery,Archery Women's Individual,CHN,Data Missing,Data Missing,China
1984,Archery,Archery Women's Individual,KOR,South Korea,South Korea,Data Missing
1984,Athletics,"Athletics Men's 1,500 metres",ESP,Spain,Data Missing,Data Missing
1984,Athletics,"Athletics Men's 1,500 metres",GBR,Data Missing,UK,UK
1984,Athletics,"Athletics Men's 10,000 metres",GBR,Data Missing,Data Missing,UK
1984,Athletics,"Athletics Men's 10,000 metres",ITA,Data Missing,Italy,Data Missing
1984,Athletics,"Athletics Men's 10,000 metres",KEN,Kenya,Data Missing,Data Missing
1984,Athletics,Athletics Men's 100 metres,CAN,Canada,Data Missing,Data Missing
1984,Athletics,Athletics Men's 100 metres,USA,Data Missing,USA,USA
1984,Athletics,Athletics Men's 110 metres Hurdles,FIN,Finland,Data Missing,Data Missing
1984,Athletics,Athletics Men's 110 metres Hurdles,USA,Data Missing,USA,USA
1984,Athletics,Athletics Men's 20 kilometres Walk,ITA,Italy,Data Missing,Data Missing
1984,Athletics,Athletics Men's 20 kilometres Walk,MEX,Data Missing,Mexico,Mexico
1984,Athletics,Athletics Men's 200 metres,USA,USA,USA,USA
1984,Athletics,"Athletics Men's 3,000 metres Steeplechase",FRA,Data Missing,Data Missing,France
1984,Athletics,"Athletics Men's 3,000 metres Steeplechase",KEN,Data Missing,Kenya,Data Missing
1984,Athletics,"Athletics Men's 3,000 metres Steeplechase",USA,USA,Data Missing,Data Missing
1984,Athletics,Athletics Men's 4 x 100 metres Relay,CAN,Canada,Data Missing,Data Missing
1984,Athletics,Athletics Men's 4 x 100 metres Relay,JAM,Data Missing,Data Missing,Jamaica
1984,Athletics,Athletics Men's 4 x 100 metres Relay,USA,Data Missing,USA,Data Missing
1984,Athletics,Athletics Men's 4 x 400 metres Relay,GBR,Data Missing,Data Missing,UK
1984,Athletics,Athletics Men's 4 x 400 metres Relay,NGR,Nigeria,Data Missing,Data Missing
1984,Athletics,Athletics Men's 4 x 400 metres Relay,USA,Data Missing,USA,Data Missing
1984,Athletics,Athletics Men's 400 metres,CIV,Data Missing,Data Missing,Ivory Coast
1984,Athletics,Athletics Men's 400 metres,USA,USA,USA,Data Missing
1984,Athletics,Athletics Men's 400 metres Hurdles,FRG,Germany,Data Missing,Data Missing
1984,Athletics,Athletics Men's 400 metres Hurdles,USA,Data Missing,USA,USA
1984,Athletics,"Athletics Men's 5,000 metres",MAR,Data Missing,Morocco,Data Missing
1984,Athletics,"Athletics Men's 5,000 metres",POR,Portugal,Data Missing,Data Missing
1984,Athletics,"Athletics Men's 5,000 metres",SUI,Data Missing,Data Missing,Switzerland
1984,Athletics,Athletics Men's 50 kilometres Walk,ITA,Italy,Data Missing,Data Missing
1984,Athletics,Athletics Men's 50 kilometres Walk,MEX,Data Missing,Mexico,Data Missing
1984,Athletics,Athletics Men's 50 kilometres Walk,SWE,Data Missing,Data Missing,Sweden
1984,Athletics,Athletics Men's 800 metres,BRA,Data Missing,Brazil,Data Missing
1984,Athletics,Athletics Men's 800 metres,GBR,Data Missing,Data Missing,UK
1984,Athletics,Athletics Men's 800 metres,USA,USA,Data Missing,Data Missing
1984,Athletics,Athletics Men's Decathlon,FRG,Germany,Data Missing,Germany
1984,Athletics,Athletics Men's Decathlon,GBR,Data Missing,UK,Data Missing
1984,Athletics,Athletics Men's Discus Throw,FRG,Data Missing,Germany,Data Missing
1984,Athletics,Athletics Men's Discus Throw,USA,USA,Data Missing,USA
1984,Athletics,Athletics Men's Hammer Throw,FIN,Data Missing,Finland,Data Missing
1984,Athletics,Athletics Men's Hammer Throw,FRG,Germany,Data Missing,Germany
1984,Athletics,Athletics Men's High Jump,CHN,China,Data Missing,Data Missing
1984,Athletics,Athletics Men's High Jump,FRG,Data Missing,Germany,Data Missing
1984,Athletics,Athletics Men's High Jump,SWE,Data Missing,Data Missing,Sweden
1984,Athletics,Athletics Men's Javelin Throw,FIN,Data Missing,Finland,Data Missing
1984,Athletics,Athletics Men's Javelin Throw,GBR,Data Missing,Data Missing,UK
1984,Athletics,Athletics Men's Javelin Throw,SWE,Sweden,Data Missing,Data Missing
1984,Athletics,Athletics Men's Long Jump,AUS,Data Missing,Data Missing,Australia
1984,Athletics,Athletics Men's Long Jump,ITA,Italy,Data Missing,Data Missing
1984,Athletics,Athletics Men's Long Jump,USA,Data Missing,USA,Data Missing
1984,Athletics,Athletics Men's Marathon,GBR,UK,Data Missing,Data Missing
1984,Athletics,Athletics Men's Marathon,IRL,Data Missing,Data Missing,Ireland
1984,Athletics,Athletics Men's Marathon,POR,Data Missing,Portugal,Data Missing
1984,Athletics,Athletics Men's Pole Vault,FRA,France,France,Data Missing
1984,Athletics,Athletics Men's Pole Vault,USA,USA,Data Missing,USA
1984,Athletics,Athletics Men's Shot Put,ITA,Data Missing,Italy,Data Missing
1984,Athletics,Athletics Men's Shot Put,USA,USA,Data Missing,USA
1984,Athletics,Athletics Men's Triple Jump,GBR,UK,Data Missing,Data Missing
1984,Athletics,Athletics Men's Triple Jump,USA,Data Missing,USA,USA
1984,Athletics,"Athletics Women's 1,500 metres",ITA,Data Missing,Italy,Data Missing
1984,Athletics,"Athletics Women's 1,500 metres",ROU,Romania,Data Missing,Romania
1984,Athletics,Athletics Women's 100 metres,JAM,Jamaica,Data Missing,Data Missing
1984,Athletics,Athletics Women's 100 metres,USA,Data Missing,USA,USA
1984,Athletics,Athletics Women's 100 metres Hurdles,FRA,France,Data Missing,Data Missing
1984,Athletics,Athletics Women's 100 metres Hurdles,GBR,Data Missing,Data Missing,UK
1984,Athletics,Athletics Women's 100 metres Hurdles,USA,USA,USA,Data Missing
1984,Athletics,Athletics Women's 200 metres,JAM,Jamaica,Data Missing,Data Missing
1984,Athletics,Athletics Women's 200 metres,USA,Data Missing,USA,USA
1984,Athletics,"Athletics Women's 3,000 metres",CAN,Canada,Data Missing,Data Missing
1984,Athletics,"Athletics Women's 3,000 metres",GBR,Data Missing,Data Missing,UK
1984,Athletics,"Athletics Women's 3,000 metres",ROU,Data Missing,Romania,Data Missing
1984,Athletics,Athletics Women's 4 x 100 metres Relay,CAN,Data Missing,Data Missing,Canada
1984,Athletics,Athletics Women's 4 x 100 metres Relay,GBR,UK,Data Missing,Data Missing
1984,Athletics,Athletics Women's 4 x 100 metres Relay,USA,Data Missing,USA,Data Missing
1984,Athletics,Athletics Women's 4 x 400 metres Relay,CAN,Data Missing,Data Missing,Canada
1984,Athletics,Athletics Women's 4 x 400 metres Relay,FRG,Germany,Data Missing,Data Missing
1984,Athletics,Athletics Women's 4 x 400 metres Relay,USA,Data Missing,USA,Data Missing
1984,Athletics,Athletics Women's 400 metres,GBR,UK,Data Missing,Data Missing
1984,Athletics,Athletics Women's 400 metres,USA,Data Missing,USA,USA
1984,Athletics,Athletics Women's 400 metres Hurdles,MAR,Data Missing,Morocco,Data Missing
1984,Athletics,Athletics Women's 400 metres Hurdles,ROU,Romania,Data Missing,Data Missing
1984,Athletics,Athletics Women's 400 metres Hurdles,USA,Data Missing,Data Missing,USA
1984,Athletics,Athletics Women's 800 metres,ROU,Romania,Romania,Data Missing
1984,Athletics,Athletics Women's 800 metres,USA,Data Missing,Data Missing,USA
1984,Athletics,Athletics Women's Discus Throw,NED,Data Missing,Netherlands,Data Missing
1984,Athletics,Athletics Women's Discus Throw,ROU,Romania,Data Missing,Data Missing
1984,Athletics,Athletics Women's Discus Throw,USA,Data Missing,Data Missing,USA
1984,Athletics,Athletics Women's Heptathlon,AUS,Data Missing,Australia,Data Missing
1984,Athletics,Athletics Women's Heptathlon,FRG,Germany,Data Missing,Data Missing
1984,Athletics,Athletics Women's Heptathlon,USA,Data Missing,Data Missing,USA
1984,Athletics,Athletics Women's High Jump,FRG,Data Missing,Germany,Data Missing
1984,Athletics,Athletics Women's High Jump,ITA,Data Missing,Data Missing,Italy
1984,Athletics,Athletics Women's High Jump,USA,USA,Data Missing,Data Missing
1984,Athletics,Athletics Women's Javelin Throw,FIN,Data Missing,Data Missing,Finland
1984,Athletics,Athletics Women's Javelin Throw,GBR,UK,UK,Data Missing
1984,Athletics,Athletics Women's Long Jump,GBR,UK,Data Missing,Data Missing
1984,Athletics,Athletics Women's Long Jump,ROU,Data Missing,Romania,Romania
1984,Athletics,Athletics Women's Marathon,NOR,Data Missing,Data Missing,Norway
1984,Athletics,Athletics Women's Marathon,POR,Portugal,Data Missing,Data Missing
1984,Athletics,Athletics Women's Marathon,USA,Data Missing,USA,Data Missing
1984,Athletics,Athletics Women's Shot Put,AUS,Australia,Data Missing,Data Missing
1984,Athletics,Athletics Women's Shot Put,FRG,Data Missing,Germany,Data Missing
1984,Athletics,Athletics Women's Shot Put,ROU,Data Missing,Data Missing,Romania
1984,Basketball,Basketball Men's Basketball,ESP,Data Missing,Data Missing,Spain
1984,Basketball,Basketball Men's Basketball,USA,Data Missing,USA,Data Missing
1984,Basketball,Basketball Men's Basketball,YUG,Serbia,Data Missing,Data Missing
1984,Basketball,Basketball Women's Basketball,CHN,China,Data Missing,Data Missing
1984,Basketball,Basketball Women's Basketball,KOR,Data Missing,Data Missing,South Korea
1984,Basketball,Basketball Women's Basketball,USA,Data Missing,USA,Data Missing
1984,Boxing,Boxing Men's Bantamweight,CAN,Canada,Data Missing,Data Missing
1984,Boxing,Boxing Men's Bantamweight,DOM,Dominican Republic,Data Missing,Data Missing
1984,Boxing,Boxing Men's Bantamweight,ITA,Data Missing,Italy,Data Missing
1984,Boxing,Boxing Men's Bantamweight,MEX,Data Missing,Data Missing,Mexico
1984,Boxing,Boxing Men's Featherweight,NGR,Data Missing,Data Missing,Nigeria
1984,Boxing,Boxing Men's Featherweight,TUR,Turkey,Data Missing,Data Missing
1984,Boxing,Boxing Men's Featherweight,USA,Data Missing,USA,Data Missing
1984,Boxing,Boxing Men's Featherweight,VEN,Venezuela,Data Missing,Data Missing
1984,Boxing,Boxing Men's Flyweight,KEN,Kenya,Data Missing,Data Missing
1984,Boxing,Boxing Men's Flyweight,TUR,Turkey,Data Missing,Data Missing
1984,Boxing,Boxing Men's Flyweight,USA,Data Missing,USA,Data Missing
1984,Boxing,Boxing Men's Flyweight,YUG,Data Missing,Data Missing,Serbia
1984,Boxing,Boxing Men's Heavyweight,CAN,Data Missing,Data Missing,Canada
1984,Boxing,Boxing Men's Heavyweight,ITA,Italy,Data Missing,Data Missing
1984,Boxing,Boxing Men's Heavyweight,NED,Netherlands,Data Missing,Data Missing
1984,Boxing,Boxing Men's Heavyweight,USA,Data Missing,USA,Data Missing
1984,Boxing,Boxing Men's Light-Flyweight,ITA,Data Missing,Data Missing,Italy
1984,Boxing,Boxing Men's Light-Flyweight,USA,Data Missing,USA,Data Missing
1984,Boxing,Boxing Men's Light-Flyweight,VEN,Venezuela,Data Missing,Data Missing
1984,Boxing,Boxing Men's Light-Flyweight,ZAM,Zambia,Data Missing,Data Missing
1984,Boxing,Boxing Men's Light-Heavyweight,ALG,Algeria,Data Missing,Data Missing
1984,Boxing,Boxing Men's Light-Heavyweight,NZL,Data Missing,Data Missing,New Zealand
1984,Boxing,Boxing Men's Light-Heavyweight,USA,USA,Data Missing,Data Missing
1984,Boxing,Boxing Men's Light-Heavyweight,YUG,Data Missing,Serbia,Data Missing
1984,Boxing,Boxing Men's Light-Middleweight,CAN,Data Missing,Data Missing,Canada
1984,Boxing,Boxing Men's Light-Middleweight,FRA,France,Data Missing,Data Missing
1984,Boxing,Boxing Men's Light-Middleweight,FRG,Germany,Data Missing,Data Missing
1984,Boxing,Boxing Men's Light-Middleweight,USA,Data Missing,USA,Data Missing
1984,Boxing,Boxing Men's Light-Welterweight,ROU,Romania,Data Missing,Data Missing
1984,Boxing,Boxing Men's Light-Welterweight,THA,Data Missing,Data Missing,Thailand
1984,Boxing,Boxing Men's Light-Welterweight,USA,Data Missing,USA,Data Missing
1984,Boxing,Boxing Men's Light-Welterweight,YUG,Serbia,Data Missing,Data Missing
1984,Boxing,Boxing Men's Lightweight,CMR,Cameroon,Data Missing,Data Missing
1984,Boxing,Boxing Men's Lightweight,KOR,South Korea,Data Missing,Data Missing
1984,Boxing,Boxing Men's Lightweight,PUR,Data Missing,Data Missing,Puerto Rico
1984,Boxing,Boxing Men's Lightweight,USA,Data Missing,USA,Data Missing
1984,Boxing,Boxing Men's Middleweight,ALG,Algeria,Data Missing,Data Missing
1984,Boxing,Boxing Men's Middleweight,KOR,Data Missing,South Korea,Data Missing
1984,Boxing,Boxing Men's Middleweight,PUR,Puerto Rico,Data Missing,Data Missing
1984,Boxing,Boxing Men's Middleweight,USA,Data Missing,Data Missing,USA
1984,Boxing,Boxing Men's Super-Heavyweight,GBR,UK,Data Missing,Data Missing
1984,Boxing,Boxing Men's Super-Heavyweight,ITA,Data Missing,Data Missing,Italy
1984,Boxing,Boxing Men's Super-Heavyweight,USA,Data Missing,USA,Data Missing
1984,Boxing,Boxing Men's Super-Heavyweight,YUG,Serbia,Data Missing,Data Missing
1984,Boxing,Boxing Men's Welterweight,FIN,Finland,Data Missing,Data Missing
1984,Boxing,Boxing Men's Welterweight,ITA,Italy,Data Missing,Data Missing
1984,Boxing,Boxing Men's Welterweight,KOR,Data Missing,Data Missing,South Korea
1984,Boxing,Boxing Men's Welterweight,USA,Data Missing,USA,Data Missing
1984,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",FRA,France,Data Missing,Data Missing
1984,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",ROU,Data Missing,Romania,Data Missing
1984,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",YUG,Data Missing,Data Missing,Serbia
1984,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",ESP,Spain,Data Missing,Data Missing
1984,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",ROU,Data Missing,Data Missing,Romania
1984,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",YUG,Data Missing,Serbia,Data Missing
1984,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",CAN,Data Missing,Data Missing,Canada
1984,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",DEN,Denmark,Data Missing,Data Missing
1984,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",FRG,Data Missing,Germany,Data Missing
1984,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",CAN,Data Missing,Canada,Data Missing
1984,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",DEN,Data Missing,Data Missing,Denmark
1984,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",ROU,Romania,Data Missing,Data Missing
1984,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",AUS,Australia,Data Missing,Data Missing
1984,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",CAN,Data Missing,Canada,Data Missing
1984,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",FRA,Data Missing,Data Missing,France
1984,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",CAN,Canada,Data Missing,Data Missing
1984,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",NZL,Data Missing,New Zealand,Data Missing
1984,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",SWE,Data Missing,Data Missing,Sweden
1984,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",FRA,France,Data Missing,Data Missing
1984,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",NZL,Data Missing,New Zealand,Data Missing
1984,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",SWE,Data Missing,Data Missing,Sweden
1984,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",NZL,Data Missing,New Zealand,Data Missing
1984,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",USA,USA,Data Missing,Data Missing
1984,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",YUG,Data Missing,Data Missing,Serbia
1984,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",FRA,France,Data Missing,Data Missing
1984,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",NZL,Data Missing,New Zealand,Data Missing
1984,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",SWE,Data Missing,Data Missing,Sweden
1984,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",CAN,Data Missing,Data Missing,Canada
1984,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",FRG,Germany,Data Missing,Data Missing
1984,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",SWE,Data Missing,Sweden,Data Missing
1984,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",CAN,Canada,Data Missing,Data Missing
1984,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",ROU,Data Missing,Romania,Data Missing
1984,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",SWE,Data Missing,Data Missing,Sweden
1984,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",FRG,Data Missing,Data Missing,Germany
1984,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",NED,Netherlands,Data Missing,Data Missing
1984,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",SWE,Data Missing,Sweden,Data Missing
1984,Cycling,"Cycling Men's 1,000 metres Time Trial",CAN,Data Missing,Data Missing,Canada
1984,Cycling,"Cycling Men's 1,000 metres Time Trial",FRA,France,Data Missing,Data Missing
1984,Cycling,"Cycling Men's 1,000 metres Time Trial",FRG,Data Missing,Germany,Data Missing
1984,Cycling,Cycling Men's 100 kilometres Team Time Trial,ITA,Data Missing,Italy,Data Missing
1984,Cycling,Cycling Men's 100 kilometres Team Time Trial,SUI,Data Missing,Data Missing,Switzerland
1984,Cycling,Cycling Men's 100 kilometres Team Time Trial,USA,USA,Data Missing,Data Missing
1984,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",FRG,Data Missing,Data Missing,Germany
1984,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",USA,USA,USA,Data Missing
1984,Cycling,Cycling Men's Points Race,BEL,Data Missing,Belgium,Data Missing
1984,Cycling,Cycling Men's Points Race,FRG,Data Missing,Data Missing,Germany
1984,Cycling,Cycling Men's Points Race,MEX,Mexico,Data Missing,Data Missing
1984,Cycling,"Cycling Men's Road Race, Individual",CAN,Data Missing,Data Missing,Canada
